OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
96634490,0001-01-01,00:00.0,00:00.0,0001-01-01
96635489,7/17/2022,45:00.0,30:00.0,7/17/2022
96637649,9/23/2023,15:00.0,15:00.0,9/23/2023
96641001,2/2/2023,15:00.0,00:00.0,2/2/2023
96641627,1/11/2023,15:00.0,15:00.0,1/13/2023
96647507,0001-01-01,00:00.0,00:00.0,0001-01-01
96649829,7/21/2024,30:00.0,30:00.0,7/23/2024
96651620,8/21/2023,15:00.0,00:00.0,0001-01-01
96651909,0001-01-01,00:00.0,00:00.0,0001-01-01
96652645,3/21/2023,45:00.0,45:00.0,3/21/2023
96653209,0001-01-01,00:00.0,00:00.0,0001-01-01
96660320,1/23/2023,45:00.0,00:00.0,1/23/2023
96662531,1/9/2023,30:00.0,45:00.0,1/9/2023
96662893,9/26/2022,30:00.0,45:00.0,9/26/2022
96665124,1/28/2022,45:00.0,45:00.0,1/29/2022
96667316,9/16/2024,45:00.0,45:00.0,9/17/2024
96667907,0001-01-01,00:00.0,00:00.0,0001-01-01
96669167,6/27/2022,30:00.0,30:00.0,6/28/2022
96671447,7/28/2024,15:00.0,00:00.0,0001-01-01
96672985,7/7/2022,00:00.0,00:00.0,7/9/2022
96674066,10/10/2023,00:00.0,45:00.0,10/12/2023
96676830,0001-01-01,00:00.0,00:00.0,0001-01-01
96677754,3/23/2023,45:00.0,00:00.0,0001-01-01
96685825,0001-01-01,00:00.0,00:00.0,0001-01-01
96688768,9/26/2023,30:00.0,15:00.0,9/27/2023
96691736,1/7/2024,45:00.0,00:00.0,0001-01-01
96696765,6/1/2022,45:00.0,30:00.0,6/1/2022
96702893,1/10/2024,15:00.0,00:00.0,0001-01-01
96704928,0001-01-01,00:00.0,00:00.0,0001-01-01
96705723,6/16/2023,00:00.0,30:00.0,6/16/2023
96714228,0001-01-01,00:00.0,00:00.0,0001-01-01
96719643,0001-01-01,00:00.0,00:00.0,0001-01-01
96721710,6/30/2023,00:00.0,00:00.0,0001-01-01
96721785,1/26/2023,30:00.0,30:00.0,1/26/2023
96724721,10/25/2024,30:00.0,00:00.0,10/27/2024
96726933,5/9/2023,00:00.0,15:00.0,5/9/2023
96735493,5/23/2022,15:00.0,45:00.0,5/23/2022
96737935,6/15/2023,15:00.0,45:00.0,6/15/2023
96744801,2/13/2022,15:00.0,00:00.0,2/15/2022
96745374,1/7/2023,30:00.0,00:00.0,1/7/2023
96746703,2/13/2024,45:00.0,45:00.0,2/15/2024
96747374,1/11/2022,15:00.0,30:00.0,1/13/2022
96748718,0001-01-01,00:00.0,00:00.0,0001-01-01
96750195,1/6/2023,45:00.0,00:00.0,1/7/2023
96750938,4/30/2022,30:00.0,30:00.0,5/1/2022
96763214,0001-01-01,00:00.0,00:00.0,0001-01-01
96764149,4/21/2023,15:00.0,45:00.0,4/21/2023
96769288,1/22/2024,00:00.0,45:00.0,1/22/2024
96774369,0001-01-01,00:00.0,00:00.0,0001-01-01
96774617,7/22/2022,30:00.0,45:00.0,7/22/2022
96779969,0001-01-01,00:00.0,00:00.0,0001-01-01
96783043,1/20/2024,15:00.0,00:00.0,0001-01-01
96785467,2/5/2022,45:00.0,15:00.0,2/5/2022
96786699,0001-01-01,00:00.0,00:00.0,0001-01-01
96786855,2/8/2022,45:00.0,00:00.0,2/8/2022
96789632,1/16/2024,30:00.0,45:00.0,1/18/2024
96791517,1/25/2023,30:00.0,00:00.0,1/25/2023
96796658,9/17/2022,30:00.0,30:00.0,9/19/2022
96798985,0001-01-01,00:00.0,00:00.0,0001-01-01
96799390,8/22/2023,00:00.0,00:00.0,0001-01-01
96799802,1/20/2024,30:00.0,15:00.0,1/22/2024
96802643,2/16/2024,15:00.0,00:00.0,0001-01-01
96815386,9/10/2023,30:00.0,00:00.0,9/10/2023
96817795,1/23/2023,15:00.0,00:00.0,1/25/2023
96821095,2/26/2022,00:00.0,00:00.0,2/28/2022
96821161,10/12/2024,15:00.0,00:00.0,0001-01-01
96822706,9/11/2023,15:00.0,15:00.0,9/12/2023
96825012,0001-01-01,00:00.0,00:00.0,0001-01-01
96825322,3/14/2022,00:00.0,30:00.0,3/15/2022
96825515,7/26/2023,30:00.0,30:00.0,7/27/2023
96825963,1/29/2023,30:00.0,45:00.0,1/29/2023
96831935,5/16/2024,00:00.0,00:00.0,0001-01-01
96832327,10/28/2023,45:00.0,00:00.0,10/28/2023
96836098,4/7/2022,15:00.0,30:00.0,4/9/2022
96841005,6/16/2023,30:00.0,45:00.0,6/18/2023
96845012,7/20/2023,30:00.0,45:00.0,7/21/2023
96846360,3/25/2023,45:00.0,00:00.0,0001-01-01
96853845,7/18/2023,30:00.0,00:00.0,0001-01-01
96854901,9/16/2023,45:00.0,00:00.0,0001-01-01
96859475,8/21/2022,00:00.0,15:00.0,8/22/2022
96863385,12/18/2022,15:00.0,30:00.0,12/20/2022
96869105,11/18/2023,15:00.0,00:00.0,0001-01-01
96869861,1/28/2022,15:00.0,15:00.0,1/30/2022
96873663,2/2/2024,00:00.0,00:00.0,0001-01-01
96875210,3/13/2023,45:00.0,30:00.0,3/13/2023
96876236,9/12/2022,30:00.0,45:00.0,9/12/2022
96877059,2/29/2024,15:00.0,30:00.0,2/29/2024
96879969,5/21/2024,45:00.0,00:00.0,0001-01-01
96882075,1/4/2023,45:00.0,15:00.0,1/4/2023
96886282,0001-01-01,00:00.0,00:00.0,0001-01-01
96889969,11/24/2023,00:00.0,00:00.0,0001-01-01
96898828,9/2/2023,45:00.0,00:00.0,0001-01-01
96899418,10/20/2023,00:00.0,30:00.0,10/21/2023
96904926,12/29/2022,45:00.0,00:00.0,12/30/2022
96909382,2/1/2022,15:00.0,15:00.0,2/2/2022
96911784,0001-01-01,00:00.0,00:00.0,0001-01-01
96911803,8/17/2023,45:00.0,00:00.0,0001-01-01
96917984,12/28/2022,30:00.0,30:00.0,12/29/2022
96918659,1/27/2022,15:00.0,00:00.0,1/28/2022
96919001,8/20/2022,45:00.0,30:00.0,8/20/2022
96919298,6/22/2022,15:00.0,30:00.0,6/24/2022
96920825,4/28/2022,15:00.0,00:00.0,4/30/2022
96924683,6/21/2022,15:00.0,30:00.0,6/21/2022
96924772,0001-01-01,00:00.0,00:00.0,0001-01-01
96925314,0001-01-01,00:00.0,00:00.0,0001-01-01
96926227,1/26/2023,15:00.0,30:00.0,1/28/2023
96926431,9/8/2024,45:00.0,15:00.0,9/9/2024
96928218,6/5/2023,15:00.0,00:00.0,6/6/2023
96935346,4/21/2022,30:00.0,30:00.0,4/21/2022
96940109,12/21/2022,00:00.0,30:00.0,12/23/2022
96942819,4/22/2023,00:00.0,15:00.0,4/23/2023
96945247,12/23/2022,00:00.0,00:00.0,12/23/2022
96947588,0001-01-01,00:00.0,00:00.0,0001-01-01
96951594,10/6/2023,15:00.0,00:00.0,0001-01-01
96957157,3/8/2023,45:00.0,00:00.0,0001-01-01
96965354,0001-01-01,00:00.0,00:00.0,0001-01-01
96968508,0001-01-01,00:00.0,00:00.0,0001-01-01
96969029,5/27/2022,45:00.0,45:00.0,5/28/2022
96969593,12/3/2022,15:00.0,15:00.0,12/5/2022
96971093,2/23/2023,00:00.0,15:00.0,2/23/2023
96973489,10/27/2022,15:00.0,15:00.0,10/27/2022
96973592,7/1/2023,15:00.0,30:00.0,7/2/2023
96975241,2/5/2024,00:00.0,00:00.0,0001-01-01
96976700,0001-01-01,00:00.0,00:00.0,0001-01-01
96977458,6/11/2023,15:00.0,15:00.0,6/12/2023
96977837,2/19/2023,00:00.0,45:00.0,2/19/2023
96979318,11/2/2023,30:00.0,30:00.0,11/3/2023
96979952,3/13/2022,45:00.0,00:00.0,3/13/2022
96984204,1/31/2024,45:00.0,45:00.0,1/31/2024
96986860,2/3/2022,30:00.0,00:00.0,2/4/2022
96987146,4/7/2024,15:00.0,45:00.0,4/8/2024
96988443,6/14/2022,15:00.0,45:00.0,6/16/2022
96988751,7/8/2022,15:00.0,00:00.0,7/8/2022
96990202,3/2/2023,15:00.0,00:00.0,0001-01-01
96991946,12/1/2022,30:00.0,00:00.0,12/3/2022
96995783,2/29/2024,00:00.0,00:00.0,0001-01-01
96996788,0001-01-01,00:00.0,00:00.0,0001-01-01
96997420,5/9/2023,00:00.0,45:00.0,5/10/2023
97005856,0001-01-01,00:00.0,00:00.0,0001-01-01
97007013,12/3/2023,45:00.0,15:00.0,12/4/2023
97011385,0001-01-01,00:00.0,00:00.0,0001-01-01
97013752,12/21/2023,30:00.0,15:00.0,12/22/2023
97016569,0001-01-01,00:00.0,00:00.0,0001-01-01
97017694,11/5/2023,15:00.0,15:00.0,11/7/2023
97018190,8/31/2022,45:00.0,30:00.0,8/31/2022
97018401,12/11/2023,30:00.0,00:00.0,0001-01-01
97021537,5/16/2023,45:00.0,30:00.0,5/18/2023
97022836,7/3/2022,15:00.0,15:00.0,7/4/2022
97024833,0001-01-01,00:00.0,00:00.0,0001-01-01
97035220,2/1/2024,45:00.0,30:00.0,2/1/2024
97038284,0001-01-01,00:00.0,00:00.0,0001-01-01
97039940,3/27/2022,15:00.0,00:00.0,3/29/2022
97041918,2/14/2024,00:00.0,00:00.0,0001-01-01
97043345,7/21/2023,30:00.0,00:00.0,0001-01-01
97045335,0001-01-01,00:00.0,00:00.0,0001-01-01
97050130,0001-01-01,00:00.0,00:00.0,0001-01-01
97054350,5/17/2022,15:00.0,45:00.0,5/19/2022
97056243,0001-01-01,00:00.0,00:00.0,0001-01-01
97059278,8/28/2022,45:00.0,15:00.0,8/29/2022
97061343,1/11/2024,00:00.0,00:00.0,0001-01-01
97063402,2/28/2023,30:00.0,00:00.0,0001-01-01
97069298,2/26/2024,30:00.0,00:00.0,0001-01-01
97069904,7/25/2023,30:00.0,45:00.0,7/25/2023
97073528,3/20/2023,45:00.0,15:00.0,3/20/2023
97075083,11/26/2023,15:00.0,00:00.0,0001-01-01
97080212,4/28/2023,30:00.0,15:00.0,4/30/2023
97080257,0001-01-01,00:00.0,00:00.0,0001-01-01
97085746,3/30/2023,00:00.0,15:00.0,4/1/2023
97086700,10/30/2023,00:00.0,00:00.0,11/1/2023
97087739,0001-01-01,00:00.0,00:00.0,0001-01-01
97091318,9/9/2024,45:00.0,00:00.0,0001-01-01
97095450,4/5/2023,30:00.0,45:00.0,4/7/2023
97095879,8/13/2023,15:00.0,00:00.0,0001-01-01
97096070,10/7/2023,45:00.0,00:00.0,0001-01-01
97098177,0001-01-01,00:00.0,00:00.0,0001-01-01
97103763,8/27/2023,45:00.0,00:00.0,8/27/2023
97108568,5/16/2023,00:00.0,45:00.0,5/18/2023
97110687,3/11/2022,00:00.0,15:00.0,3/12/2022
97111883,3/16/2023,45:00.0,00:00.0,0001-01-01
97112002,2/28/2023,30:00.0,00:00.0,0001-01-01
97112459,1/24/2024,00:00.0,15:00.0,1/26/2024
97116877,2/25/2022,00:00.0,00:00.0,2/27/2022
97118551,3/12/2024,00:00.0,00:00.0,0001-01-01
97118688,7/14/2023,30:00.0,00:00.0,0001-01-01
97120361,7/22/2023,00:00.0,00:00.0,0001-01-01
97123997,9/12/2023,30:00.0,15:00.0,9/14/2023
97124838,1/18/2023,15:00.0,15:00.0,1/18/2023
97129734,0001-01-01,00:00.0,00:00.0,0001-01-01
97131500,4/22/2022,15:00.0,30:00.0,4/24/2022
97131540,9/29/2022,45:00.0,30:00.0,9/29/2022
97134867,0001-01-01,00:00.0,00:00.0,0001-01-01
97136329,0001-01-01,00:00.0,00:00.0,0001-01-01
97138408,1/15/2024,45:00.0,00:00.0,0001-01-01
97138787,4/13/2022,45:00.0,00:00.0,4/15/2022
97142095,12/16/2022,45:00.0,15:00.0,12/18/2022
97144892,1/15/2022,45:00.0,30:00.0,1/16/2022
97154338,10/3/2023,00:00.0,00:00.0,0001-01-01
97161631,6/15/2023,00:00.0,30:00.0,6/15/2023
97161679,12/5/2022,15:00.0,00:00.0,12/6/2022
97161933,10/12/2022,45:00.0,00:00.0,10/13/2022
97164656,2/28/2023,30:00.0,15:00.0,3/1/2023
97168906,2/11/2023,00:00.0,15:00.0,2/12/2023
97169647,0001-01-01,00:00.0,00:00.0,0001-01-01
97171272,4/24/2022,00:00.0,30:00.0,4/25/2022
97172122,11/19/2023,00:00.0,00:00.0,0001-01-01
97174721,1/19/2024,00:00.0,30:00.0,1/20/2024
97178319,0001-01-01,00:00.0,00:00.0,0001-01-01
97181487,0001-01-01,00:00.0,00:00.0,0001-01-01
97182566,9/5/2022,15:00.0,30:00.0,9/5/2022
97183615,11/17/2022,15:00.0,00:00.0,11/17/2022
97190626,12/19/2023,30:00.0,00:00.0,0001-01-01
97192052,7/17/2022,30:00.0,00:00.0,7/18/2022
97196558,9/27/2023,30:00.0,00:00.0,9/27/2023
97196767,0001-01-01,00:00.0,00:00.0,0001-01-01
97205292,0001-01-01,00:00.0,00:00.0,0001-01-01
97206603,5/27/2023,45:00.0,00:00.0,5/28/2023
97207841,10/13/2022,00:00.0,30:00.0,10/15/2022
97209879,3/14/2022,15:00.0,00:00.0,3/14/2022
97210510,10/17/2023,15:00.0,00:00.0,0001-01-01
97216300,2/20/2024,15:00.0,15:00.0,2/22/2024
97219033,0001-01-01,00:00.0,00:00.0,0001-01-01
97219599,3/29/2023,30:00.0,00:00.0,0001-01-01
97221310,9/24/2024,45:00.0,00:00.0,9/24/2024
97225156,2/29/2024,00:00.0,30:00.0,3/1/2024
97225719,0001-01-01,00:00.0,00:00.0,0001-01-01
97226012,1/31/2023,15:00.0,00:00.0,2/1/2023
97228572,0001-01-01,00:00.0,00:00.0,0001-01-01
97229186,6/26/2024,15:00.0,00:00.0,0001-01-01
97234140,8/30/2023,30:00.0,00:00.0,0001-01-01
97235411,4/18/2023,00:00.0,00:00.0,0001-01-01
97236246,0001-01-01,00:00.0,00:00.0,0001-01-01
97237038,0001-01-01,00:00.0,00:00.0,0001-01-01
97241075,7/30/2024,45:00.0,00:00.0,7/31/2024
97242936,0001-01-01,00:00.0,00:00.0,0001-01-01
97243824,8/18/2022,15:00.0,30:00.0,8/20/2022
97244620,1/25/2022,45:00.0,30:00.0,1/25/2022
97247431,8/4/2023,15:00.0,30:00.0,8/4/2023
97252676,11/7/2023,15:00.0,45:00.0,11/7/2023
97252755,3/11/2023,45:00.0,00:00.0,0001-01-01
97253117,1/30/2022,45:00.0,30:00.0,1/30/2022
97254175,5/4/2023,00:00.0,00:00.0,0001-01-01
97254650,8/31/2022,00:00.0,45:00.0,9/2/2022
97260863,11/2/2022,30:00.0,00:00.0,11/3/2022
97262148,0001-01-01,00:00.0,00:00.0,0001-01-01
97262584,10/25/2022,30:00.0,45:00.0,10/25/2022
97263926,0001-01-01,00:00.0,00:00.0,0001-01-01
97265508,8/13/2022,45:00.0,30:00.0,8/15/2022
97266969,10/4/2022,45:00.0,00:00.0,10/6/2022
97267656,1/26/2023,30:00.0,00:00.0,1/26/2023
97270097,4/1/2023,30:00.0,15:00.0,4/1/2023
97271420,0001-01-01,00:00.0,00:00.0,0001-01-01
97275248,9/21/2022,30:00.0,30:00.0,9/21/2022
97279876,0001-01-01,00:00.0,00:00.0,0001-01-01
97282022,6/21/2024,00:00.0,30:00.0,6/21/2024
97282077,10/21/2022,45:00.0,30:00.0,10/21/2022
97284763,12/28/2023,00:00.0,45:00.0,12/28/2023
97286750,1/13/2022,00:00.0,30:00.0,1/15/2022
97291731,6/20/2022,30:00.0,45:00.0,6/21/2022
97296533,2/27/2024,45:00.0,00:00.0,0001-01-01
97299591,6/4/2022,30:00.0,00:00.0,6/4/2022
97299880,8/12/2023,45:00.0,30:00.0,8/13/2023
97300409,7/23/2023,15:00.0,00:00.0,0001-01-01
97301075,0001-01-01,00:00.0,00:00.0,0001-01-01
97301166,8/20/2023,45:00.0,00:00.0,8/21/2023
97302916,7/11/2024,15:00.0,15:00.0,7/11/2024
97303617,1/8/2023,15:00.0,00:00.0,1/9/2023
97306866,11/28/2023,00:00.0,30:00.0,11/28/2023
97307475,1/14/2024,45:00.0,30:00.0,1/15/2024
97310014,12/20/2022,45:00.0,15:00.0,12/20/2022
97311360,1/8/2022,00:00.0,45:00.0,1/9/2022
97312249,7/22/2023,15:00.0,45:00.0,7/23/2023
97313798,6/27/2023,45:00.0,30:00.0,6/27/2023
97314737,9/9/2022,45:00.0,00:00.0,9/9/2022
97316431,4/15/2023,15:00.0,30:00.0,4/16/2023
97317744,9/16/2023,15:00.0,00:00.0,9/16/2023
97322640,0001-01-01,00:00.0,00:00.0,0001-01-01
97323688,11/16/2022,30:00.0,45:00.0,11/18/2022
97326280,0001-01-01,00:00.0,00:00.0,0001-01-01
97330798,7/1/2022,30:00.0,30:00.0,7/3/2022
97331933,7/25/2022,15:00.0,30:00.0,7/25/2022
97335048,2/5/2024,15:00.0,15:00.0,2/5/2024
97336068,7/5/2024,30:00.0,15:00.0,7/7/2024
97337287,8/16/2022,45:00.0,15:00.0,8/18/2022
97341376,12/7/2023,15:00.0,00:00.0,12/9/2023
97347561,4/29/2022,45:00.0,15:00.0,4/29/2022
97349257,7/14/2023,00:00.0,15:00.0,7/15/2023
97349865,10/11/2023,00:00.0,00:00.0,0001-01-01
97350727,3/22/2023,00:00.0,45:00.0,3/24/2023
97351260,3/5/2022,45:00.0,15:00.0,3/5/2022
97357082,1/20/2022,30:00.0,45:00.0,1/22/2022
97370586,0001-01-01,00:00.0,00:00.0,0001-01-01
97376694,0001-01-01,00:00.0,00:00.0,0001-01-01
97380687,5/5/2022,30:00.0,30:00.0,5/7/2022
97393186,1/5/2023,45:00.0,00:00.0,1/5/2023
97406460,7/16/2024,30:00.0,30:00.0,7/18/2024
97409137,5/17/2023,15:00.0,15:00.0,5/18/2023
97413588,3/24/2023,45:00.0,30:00.0,3/24/2023
97413861,12/27/2023,15:00.0,00:00.0,0001-01-01
97416232,11/15/2023,00:00.0,30:00.0,11/17/2023
97420280,8/17/2023,30:00.0,15:00.0,8/18/2023
97420613,0001-01-01,00:00.0,00:00.0,0001-01-01
97421554,0001-01-01,00:00.0,00:00.0,0001-01-01
97430561,0001-01-01,00:00.0,00:00.0,0001-01-01
97434553,7/4/2022,15:00.0,30:00.0,7/5/2022
97436298,0001-01-01,00:00.0,00:00.0,0001-01-01
97436474,12/31/2022,45:00.0,00:00.0,1/1/2023
97439247,2/27/2022,00:00.0,00:00.0,2/27/2022
97450957,4/26/2023,15:00.0,30:00.0,4/28/2023
97453041,9/20/2023,30:00.0,00:00.0,0001-01-01
97454554,5/4/2022,45:00.0,30:00.0,5/4/2022
97454571,1/12/2023,30:00.0,15:00.0,1/13/2023
97457701,5/6/2023,15:00.0,00:00.0,0001-01-01
97461289,11/19/2022,45:00.0,15:00.0,11/19/2022
97464128,1/6/2022,45:00.0,30:00.0,1/8/2022
97470016,7/18/2024,30:00.0,00:00.0,0001-01-01
97472857,5/23/2023,45:00.0,00:00.0,5/24/2023
97473200,0001-01-01,00:00.0,00:00.0,0001-01-01
97475155,4/15/2024,00:00.0,00:00.0,0001-01-01
97477029,2/12/2023,15:00.0,30:00.0,2/13/2023
97477181,3/25/2022,45:00.0,45:00.0,3/27/2022
97482263,10/1/2022,30:00.0,15:00.0,10/2/2022
97484832,12/3/2022,00:00.0,30:00.0,12/3/2022
97486229,1/16/2023,00:00.0,15:00.0,1/18/2023
97486302,9/23/2022,00:00.0,45:00.0,9/23/2022
97486496,6/2/2022,30:00.0,00:00.0,6/3/2022
97490228,11/30/2022,30:00.0,45:00.0,12/1/2022
97493492,10/2/2022,45:00.0,00:00.0,10/4/2022
97497502,10/30/2023,30:00.0,00:00.0,0001-01-01
97498966,3/31/2022,15:00.0,15:00.0,4/2/2022
97499754,3/26/2022,00:00.0,15:00.0,3/28/2022
97500673,6/18/2022,15:00.0,45:00.0,6/18/2022
97503142,8/26/2022,45:00.0,45:00.0,8/26/2022
97503200,12/7/2022,30:00.0,15:00.0,12/9/2022
97504741,1/21/2023,30:00.0,45:00.0,1/22/2023
97506168,4/28/2023,30:00.0,00:00.0,4/29/2023
97507034,0001-01-01,00:00.0,00:00.0,0001-01-01
97510445,1/24/2022,30:00.0,00:00.0,1/25/2022
97514564,0001-01-01,00:00.0,00:00.0,0001-01-01
97517871,7/22/2023,45:00.0,45:00.0,7/24/2023
97521058,9/10/2022,00:00.0,15:00.0,9/12/2022
97522323,7/20/2022,00:00.0,45:00.0,7/21/2022
97533455,6/25/2023,30:00.0,00:00.0,0001-01-01
97537832,0001-01-01,00:00.0,00:00.0,0001-01-01
97540265,12/20/2023,15:00.0,00:00.0,0001-01-01
97541037,3/31/2024,00:00.0,00:00.0,0001-01-01
97543303,6/13/2022,45:00.0,45:00.0,6/14/2022
97543978,0001-01-01,00:00.0,00:00.0,0001-01-01
97544610,0001-01-01,00:00.0,00:00.0,0001-01-01
97546847,0001-01-01,00:00.0,00:00.0,0001-01-01
97547005,7/25/2022,15:00.0,15:00.0,7/27/2022
97552273,10/5/2022,45:00.0,45:00.0,10/5/2022
97553316,8/12/2023,00:00.0,00:00.0,8/14/2023
97555411,1/13/2022,30:00.0,00:00.0,1/15/2022
97559812,10/22/2022,30:00.0,45:00.0,10/24/2022
97560003,12/11/2023,45:00.0,00:00.0,0001-01-01
97564351,0001-01-01,00:00.0,00:00.0,0001-01-01
97569763,2/29/2024,00:00.0,00:00.0,3/1/2024
97571606,3/4/2023,15:00.0,00:00.0,0001-01-01
97573473,1/19/2023,45:00.0,45:00.0,1/19/2023
97577092,2/4/2024,15:00.0,30:00.0,2/4/2024
97578393,5/28/2023,00:00.0,00:00.0,0001-01-01
97578858,1/12/2023,30:00.0,30:00.0,1/14/2023
97580116,4/20/2022,45:00.0,15:00.0,4/22/2022
97581747,0001-01-01,00:00.0,00:00.0,0001-01-01
97583530,11/4/2023,45:00.0,30:00.0,11/5/2023
97584175,8/2/2023,15:00.0,00:00.0,0001-01-01
97590735,12/27/2023,45:00.0,00:00.0,0001-01-01
97593071,1/13/2023,30:00.0,15:00.0,1/14/2023
97595925,12/9/2024,45:00.0,45:00.0,12/11/2024
97602773,5/6/2023,30:00.0,15:00.0,5/6/2023
97606127,5/5/2022,15:00.0,30:00.0,5/7/2022
97609964,8/20/2023,00:00.0,00:00.0,0001-01-01
97611409,0001-01-01,00:00.0,00:00.0,0001-01-01
97613325,0001-01-01,00:00.0,00:00.0,0001-01-01
97614538,9/23/2022,45:00.0,00:00.0,9/25/2022
97616925,7/23/2022,30:00.0,00:00.0,7/24/2022
97620185,7/24/2022,30:00.0,00:00.0,7/24/2022
97622293,10/17/2022,00:00.0,30:00.0,10/17/2022
97626101,1/28/2023,00:00.0,15:00.0,1/28/2023
97632829,10/20/2022,15:00.0,30:00.0,10/21/2022
97636529,0001-01-01,00:00.0,00:00.0,0001-01-01
97644158,6/9/2022,00:00.0,15:00.0,6/10/2022
97647044,5/24/2022,45:00.0,15:00.0,5/25/2022
97648351,5/22/2024,00:00.0,15:00.0,5/23/2024
97652074,0001-01-01,00:00.0,00:00.0,0001-01-01
97653539,10/13/2023,30:00.0,00:00.0,10/15/2023
97655433,0001-01-01,00:00.0,00:00.0,0001-01-01
97655910,5/16/2022,45:00.0,30:00.0,5/18/2022
97660116,8/12/2022,30:00.0,15:00.0,8/12/2022
97661571,0001-01-01,00:00.0,00:00.0,0001-01-01
97674176,0001-01-01,00:00.0,00:00.0,0001-01-01
97674331,0001-01-01,00:00.0,00:00.0,0001-01-01
97679658,0001-01-01,00:00.0,00:00.0,0001-01-01
97681326,0001-01-01,00:00.0,00:00.0,0001-01-01
97681338,10/23/2022,30:00.0,00:00.0,10/24/2022
97681824,7/8/2022,45:00.0,15:00.0,7/8/2022
97687975,0001-01-01,00:00.0,00:00.0,0001-01-01
97688458,8/26/2023,45:00.0,00:00.0,0001-01-01
97690310,6/27/2023,45:00.0,00:00.0,0001-01-01
97694240,10/5/2023,30:00.0,00:00.0,0001-01-01
97702160,2/21/2024,15:00.0,00:00.0,2/22/2024
97706372,2/22/2022,00:00.0,15:00.0,2/24/2022
97714563,2/9/2023,00:00.0,15:00.0,2/9/2023
97715861,2/8/2023,45:00.0,00:00.0,2/10/2023
97720360,0001-01-01,00:00.0,00:00.0,0001-01-01
97724724,0001-01-01,00:00.0,00:00.0,0001-01-01
97726411,1/9/2022,15:00.0,30:00.0,1/10/2022
97727540,8/15/2022,45:00.0,00:00.0,8/15/2022
97728142,0001-01-01,00:00.0,00:00.0,0001-01-01
97729428,4/1/2023,15:00.0,00:00.0,0001-01-01
97730595,1/15/2023,15:00.0,00:00.0,1/15/2023
97730855,5/11/2022,15:00.0,15:00.0,5/13/2022
97732974,7/27/2023,00:00.0,45:00.0,7/28/2023
97734330,0001-01-01,00:00.0,00:00.0,0001-01-01
97735512,1/11/2024,00:00.0,00:00.0,0001-01-01
97741189,0001-01-01,00:00.0,00:00.0,0001-01-01
97741356,3/25/2022,45:00.0,30:00.0,3/26/2022
97747701,12/31/2022,45:00.0,15:00.0,1/2/2023
97753863,1/28/2023,15:00.0,45:00.0,1/30/2023
97755635,2/20/2022,30:00.0,15:00.0,2/21/2022
97755782,0001-01-01,00:00.0,00:00.0,0001-01-01
97758252,2/20/2022,45:00.0,45:00.0,2/20/2022
97761151,10/29/2022,00:00.0,00:00.0,10/29/2022
97766064,2/22/2024,15:00.0,00:00.0,2/22/2024
97766247,9/1/2023,15:00.0,45:00.0,9/1/2023
97767609,10/28/2023,30:00.0,00:00.0,0001-01-01
97768277,10/26/2022,45:00.0,45:00.0,10/26/2022
97768839,4/5/2022,15:00.0,00:00.0,4/7/2022
97772059,1/25/2022,00:00.0,00:00.0,1/26/2022
97777422,12/5/2022,15:00.0,45:00.0,12/7/2022
97784425,9/18/2024,45:00.0,30:00.0,9/19/2024
97784963,4/18/2022,00:00.0,00:00.0,4/20/2022
97789986,3/16/2024,45:00.0,45:00.0,3/17/2024
97796935,4/1/2022,45:00.0,00:00.0,4/3/2022
97803243,9/1/2022,30:00.0,30:00.0,9/3/2022
97805700,10/7/2023,45:00.0,45:00.0,10/7/2023
97807942,1/3/2024,00:00.0,30:00.0,1/4/2024
97811204,4/10/2023,45:00.0,30:00.0,4/10/2023
97812550,1/27/2023,00:00.0,15:00.0,1/29/2023
97820518,0001-01-01,00:00.0,00:00.0,0001-01-01
97825935,10/29/2022,15:00.0,15:00.0,10/31/2022
97830963,9/11/2024,15:00.0,00:00.0,0001-01-01
97848347,2/13/2022,45:00.0,15:00.0,2/13/2022
97848818,3/6/2022,45:00.0,00:00.0,3/6/2022
97849807,8/10/2022,00:00.0,30:00.0,8/10/2022
97851693,0001-01-01,00:00.0,00:00.0,0001-01-01
97856160,1/2/2023,45:00.0,45:00.0,1/2/2023
97858385,1/15/2022,00:00.0,15:00.0,1/17/2022
97859036,6/12/2022,00:00.0,45:00.0,6/13/2022
97859643,0001-01-01,00:00.0,00:00.0,0001-01-01
97861897,1/29/2024,30:00.0,00:00.0,1/31/2024
97863486,11/8/2022,00:00.0,00:00.0,11/8/2022
97864382,4/7/2022,15:00.0,00:00.0,4/7/2022
97866181,6/1/2023,15:00.0,15:00.0,6/2/2023
97869173,2/8/2022,00:00.0,15:00.0,2/10/2022
97871558,4/25/2022,30:00.0,15:00.0,4/27/2022
97871695,11/29/2023,45:00.0,00:00.0,0001-01-01
97874085,12/8/2022,00:00.0,30:00.0,12/9/2022
97874607,9/13/2022,45:00.0,30:00.0,9/14/2022
97877765,1/5/2022,45:00.0,00:00.0,1/5/2022
97878527,3/19/2024,45:00.0,00:00.0,0001-01-01
97880113,12/28/2022,30:00.0,45:00.0,12/28/2022
97883261,0001-01-01,00:00.0,00:00.0,0001-01-01
97883500,9/24/2023,15:00.0,00:00.0,0001-01-01
97884113,2/7/2024,15:00.0,15:00.0,2/9/2024
