Product,Year,Month,Supplying_Plant_Code,Channel,Sales_Office_ID,Invoice_No,Invoice_Date,Ship_to_Code_City,OBD_No,QTY,Sales_Value
WM-TL10,2024,4/1/2024,132,MT,112,9780692,4/14/2024,Faizabad,24067515,71,5517765
FreshBreeze-300,2024,11/1/2024,323,Normal Trade,117,9780707,11/22/2024,Nandurbar,NULL,8,978384
UltraCool R8000,2022,6/1/2022,338,MT,118,9780934,6/27/2022,Korba,89907355,11,721204
CoolBox R1000,2022,9/1/2022,242,Normal Trade,121,9781093,9/11/2022,Calicut,71641223,4,307816
PowerMix,2024,9/1/2024,854,E-com,115,9781141,9/2/2024,Gautam Budh Nagar,53325720,49,5499221
FreshFreeze R2800,2023,9/1/2023,195,E-com,116,9781620,9/12/2023,Bhabua,72253751,24,1895016
WM-TL10,2022,11/1/2022,792,MT,106,9781792,11/3/2022,Pernem,81707308,8,621720
FreshBreeze-300,2023,12/1/2023,242,Normal Trade,105,9781793,12/15/2023,Tirupathi,37261356,33,4035834
WM-101SA,2024,1/1/2024,818,MT,109,9782090,1/2/2024,Narsinghpur,18629601,68,7722420
CleanAir-C100,2022,11/1/2022,303,MT,124,9782376,11/6/2022,Chennai,64717654,55,5130345
CleanAir-C100,2024,6/1/2024,754,E-com,100,9782377,6/19/2024,Ahemdabad,53304757,51,4757229
FreshBreeze-300,2022,11/1/2022,854,Normal Trade,115,9782753,11/24/2022,Debai,77993135,62,7582476
PowerMix,2022,12/1/2022,125,E-com,101,9782849,12/19/2022,Chennai,47842961,49,5499221
TopCool R1000,2024,6/1/2024,303,MT,124,9782909,6/1/2024,Tirupatti,77663082,63,4946130
WM-101SA,2024,3/1/2024,658,Normal Trade,108,9783076,3/22/2024,Visakapatnam,87276356,44,4996860
BakePro O3000,2023,1/1/2023,303,E-com,124,9783147,1/30/2023,Jaggampeta,40208193,22,1323234
FreshCool R2000,2024,3/1/2024,754,MT,100,9783755,3/14/2024,Jamnagar,79275881,79,13423285
WM-200D,2022,8/1/2022,792,MT,106,9784157,8/24/2022,Mandrem,18118483,73,6177041
WM-200D,2022,12/1/2022,765,Normal Trade,113,9784207,12/26/2022,Bhankarpur,18495389,25,2115425
BakePro O3000,2022,8/1/2022,195,E-com,116,9784296,8/24/2022,Gopalganj,62770835,72,4330584
UltraCool R8000,2023,6/1/2023,765,MT,103,9784352,6/26/2023,Kapurthala,87475654,16,1049024
PowerMix,2024,12/1/2024,242,Normal Trade,105,9784464,12/1/2024,Ulloor,NULL,33,3703557
FreshBreeze-300,2024,3/1/2024,132,E-com,112,9785019,3/29/2024,Pilibhit,51655640,81,9906138
LuxFridge R5000,2023,8/1/2023,350,E-com,102,9785983,8/6/2023,Bhubaneswar,35520958,7,578676
CoolBox R1000,2023,8/1/2023,189,Normal Trade,110,9786173,8/4/2023,Jaipur,35623259,21,1616034
TurboConvection O9,2022,4/1/2022,859,E-com,120,9786580,4/5/2022,Pawane,73469914,52,4316728
PowerMix,2023,1/1/2023,765,Normal Trade,103,9786606,1/1/2023,Tarn taran,53185111,57,6397053
FreshCool R2000,2022,3/1/2022,323,E-com,117,9787315,5/2/2022,Parbhani,96129879,50,8495750
CleanAir-C100,2024,6/1/2024,858,E-com,107,9788196,6/28/2024,Bokajan,61551334,29,2705091
PowerMix,2023,3/1/2023,242,Normal Trade,105,9788625,5/6/2023, eloor kochin,32537155,24,2693496
UltraCool R8000,2023,9/1/2023,242,E-com,105,9788804,9/16/2023,Kasaragod,54166657,33,2163612
WM-200D,2023,9/1/2023,242,Normal Trade,111,9788815,9/18/2023,Coimbatore,18572753,43,3638531
BakePro O3000,2023,11/1/2023,350,MT,102,9788838,11/6/2023,Baripada,90352183,79,4751613
PowerMix,2024,4/1/2024,328,Normal Trade,104,9789034,4/17/2024,Ambasamudran,44597012,57,6397053
PowerMix,2024,11/1/2024,242,Normal Trade,121,9789075,11/12/2024,Erode,NULL,70,7856030
UltraCool R8000,2024,12/1/2024,189,E-com,110,9789147,12/13/2024,Kota,82059052,14,917896
WM-200D,2022,4/1/2022,833,E-com,119,9789204,4/23/2022,Goregaon,87340671,11,930787
BakePro O3000,2022,2/1/2022,858,E-com,107,9789295,2/17/2022,Dibrigarh,71986072,21,1263087
FreshBreeze-300,2022,10/1/2022,754,Normal Trade,100,9789345,10/4/2022,Junagadh,18497619,62,7582476
FreshBreeze-300,2022,2/1/2022,765,Normal Trade,113,9789963,2/16/2022,Manimajra,78393472,51,6237198
TurboConvection O9,2024,12/1/2024,858,E-com,107,9790177,12/25/2024,Lucknow,NULL,72,5977008
CoolBox R1000,2024,1/1/2024,242,MT,111,9790949,1/14/2024,Ponkunnam,81609993,3,230862
WM-200D,2022,12/1/2022,338,Normal Trade,118,9791397,12/9/2022,Ambikapur,64329495,73,6177041
CoolBox R1000,2022,3/1/2022,242,E-com,105,9791443,3/4/2022,Pathanamthitta,65743422,19,1462126
WM-TL10,2022,1/1/2022,765,Normal Trade,103,9791547,1/16/2022,Mullanpur garib dass,36765631,30,2331450
FreshFreeze R2800,2024,11/1/2024,328,Normal Trade,104,9791561,11/28/2024,Thanjavur,NULL,55,4342745
FreshCool R2000,2023,3/1/2023,132,Normal Trade,112,9791689,3/10/2023,Pilibhit,20203401,54,9175410
WM-200D,2024,2/1/2024,242,E-com,111,9792042,2/3/2024,Peroorkada,20696246,63,5330871
TopCool R1000,2023,10/1/2023,792,Normal Trade,106,9792431,10/1/2023,Pernem,76779917,70,5495700
CoolBox R1000,2024,3/1/2024,792,MT,106,9792694,3/13/2024,Mandrem,36637137,46,3539884
BakePro O3000,2024,1/1/2024,858,Normal Trade,107,9793064,1/4/2024,Thangal bazar,89829473,27,1623969
CleanAir-C100,2022,6/1/2022,132,Normal Trade,112,9793234,7/26/2022,Faizabad,55343466,2,186558
TurboConvection O9,2023,11/1/2023,765,E-com,103,9793825,11/18/2023,Bhankarpur,31369484,44,3652616
CleanAir-C100,2022,6/1/2022,338,E-com,118,9794154,7/23/2022,Chandrapur,68630448,68,6342972
WM-200D,2022,10/1/2022,858,E-com,107,9794295,10/17/2022,Nahorkotia,60472286,52,4400084
FreshFreeze R2800,2023,12/1/2023,242,E-com,105,9794628,12/16/2023,Pothencode,20647687,43,3395237
TurboConvection O9,2024,2/1/2024,765,E-com,103,9794921,2/22/2024,Panchkula,61172926,79,6558106
CoolBox R1000,2022,12/1/2022,754,E-com,122,9795159,12/24/2022,Surat,94426338,59,4540286
LuxFridge R5000,2023,3/1/2023,754,E-com,100,9795418,5/15/2023,Valsad district,43050557,7,578676
TopCool R1000,2023,2/1/2023,754,MT,122,9795992,2/12/2023,Sabarkantha,48798708,12,942120
BakePro O3000,2024,4/1/2024,765,MT,103,9796063,4/6/2024,Mukstar,86325904,76,4571172
TopCool R1000,2024,11/1/2024,792,MT,106,9796467,11/8/2024,Siolim,89378806,56,4396560
WM-101SA,2023,3/1/2023,754,E-com,100,9796605,3/3/2023,Kachchh,76291802,64,7268160
LuxFridge R5000,2023,3/1/2023,303,E-com,123,9797750,3/11/2023,Tadepalligudem,10087862,60,4960080
TurboConvection O9,2022,8/1/2022,754,Normal Trade,100,9797899,8/8/2022,Surendranagar district,19392480,29,2407406
WM-101SA,2023,3/1/2023,792,MT,106,9798264,3/24/2023,Margao,74483772,75,8517375
LuxFridge R5000,2022,12/1/2022,242,MT,111,9798556,12/24/2022,Aluva,61935763,2,165336
UltraCool R8000,2022,9/1/2022,130,MT,114,9798582,9/10/2022,Nanded,94559148,20,1311280
PowerMix,2023,3/1/2023,242,E-com,121,9798778,5/31/2023,Eloor,79838315,43,4825847
CleanAir-C100,2024,3/1/2024,242,MT,111,9798945,5/22/2024,Sasthamangalam,36633710,80,7462320
PowerMix,2022,4/1/2022,323,MT,117,9798981,4/10/2022,Aurangabad,35220957,69,7743801
WM-TL10,2022,6/1/2022,859,Normal Trade,120,9799137,7/24/2022,Dive anjur village,51805133,49,3808035
FreshCool R2000,2023,8/1/2023,792,MT,106,9799214,8/29/2023,Panaji,11125006,7,1189405
TopCool R1000,2023,3/1/2023,818,MT,109,9799252,3/30/2023,Pithampur,96041462,40,3140400
FreshFreeze R2800,2022,1/1/2022,754,E-com,100,9799372,1/29/2022,Ghandhinagar,74966232,60,4737540
TopCool R1000,2022,6/1/2022,323,MT,117,9799498,7/14/2022,Shirwal,23850254,3,235530
WM-200D,2023,1/1/2023,130,Normal Trade,114,9799515,1/9/2023,Nandura,26079146,38,3215446
PowerMix,2024,12/1/2024,338,MT,118,9799742,12/19/2024,Nagpur,NULL,68,7631572
TurboConvection O9,2024,3/1/2024,765,MT,113,9799801,5/5/2024,Jammu and kashmir,66079693,7,581098
WM-TL10,2024,3/1/2024,328,E-com,104,9799856,3/28/2024,Tiruchirapalli,16265917,48,3730320
TurboConvection O9,2024,10/1/2024,754,Normal Trade,122,9800849,10/5/2024,Nagpur,19529942,30,2490420
CoolBox R1000,2024,12/1/2024,303,Normal Trade,124,9801144,12/9/2024,Srikakulam,75389988,39,3001206
BakePro O3000,2024,6/1/2024,859,Normal Trade,120,9801494,6/1/2024,Village kuske,24527093,22,1323234
BakePro O3000,2022,12/1/2022,754,E-com,100,9801939,12/23/2022,Chhotaudepur,67219211,3,180441
PowerMix,2022,6/1/2022,854,E-com,115,9801946,6/13/2022,Bhiwani,90099897,42,4713618
WM-TL10,2022,1/1/2022,130,Normal Trade,114,9802287,1/7/2022,Nagpur,40850867,46,3574890
BakePro O3000,2022,11/1/2022,859,MT,120,9802308,11/25/2022,Urulikanchan,70654583,40,2405880
CoolBox R1000,2023,3/1/2023,765,MT,113,9802392,5/2/2023,Mansa,19967983,75,5771550
CoolBox R1000,2024,9/1/2024,328,Normal Trade,104,9802632,9/21/2024,Kattumannarkoil,21270276,66,5078964
PowerMix,2022,4/1/2022,859,MT,120,9802654,4/3/2022,Amne village,11913327,68,7631572
WM-101SA,2024,6/1/2024,658,Normal Trade,108,9802768,7/18/2024,Kompaly,72913729,18,2044170
FreshBreeze-300,2023,9/1/2023,792,MT,106,9803149,9/2/2023,Sanata cruz,96043938,27,3302046
PowerMix,2024,11/1/2024,338,E-com,118,9803220,11/26/2024,Bastar,NULL,36,4040244
PowerMix,2024,1/1/2024,189,MT,110,9803553,1/10/2024,Khajuwala,19933113,44,4938076
WM-200D,2024,8/1/2024,242,MT,121,9803619,8/10/2024,Angamally,71877617,40,3384680
UltraCool R8000,2022,12/1/2022,130,E-com,114,9803627,12/16/2022,Aurangabad,62382091,50,3278200
FreshCool R2000,2024,4/1/2024,754,E-com,100,9803873,4/28/2024,Morbi district,61667483,29,4927535
WM-200D,2022,3/1/2022,338,E-com,118,9803892,5/28/2022,Bilaspur,74132903,23,1946191
WM-101SA,2023,6/1/2023,765,Normal Trade,113,9804312,7/21/2023,Himachal pradesh,38736673,14,1589910
FreshCool R2000,2022,4/1/2022,242,E-com,105,9804442,4/28/2022,Gazipur,77762930,52,8835580
CoolBox R1000,2022,3/1/2022,792,MT,106,9804546,5/3/2022,Pernem,92800066,73,5617642
WM-200D,2022,8/1/2022,242,E-com,111,9804786,8/21/2022,Koyilandy,84572513,30,2538510
WM-200D,2022,3/1/2022,242,E-com,105,9804916,3/13/2022,Vatakara,79553479,3,253851
CoolBox R1000,2024,3/1/2024,658,MT,108,9804957,5/20/2024,Dilsukhnagar,28872517,34,2616436
FreshBreeze-300,2023,6/1/2023,833,MT,119,9804983,7/23/2023,Safale,87396519,17,2079066
UltraCool R8000,2023,6/1/2023,303,E-com,123,9805124,7/21/2023,Ganapavaram,91065376,42,2753688
LuxFridge R5000,2024,11/1/2024,303,Normal Trade,123,9805208,11/7/2024,Gudivada,NULL,14,1157352
WM-200D,2024,6/1/2024,658,Normal Trade,108,9805934,6/11/2024,Medchal,16764740,38,3215446
UltraCool R8000,2024,4/1/2024,765,MT,113,9806207,4/2/2024,Hamirpur,83356755,82,5376248
WM-101SA,2024,4/1/2024,658,Normal Trade,108,9806217,4/16/2024,Guntakal,39689818,4,454260
TopCool R1000,2022,6/1/2022,303,E-com,123,9806249,6/10/2022,Krishna,23348785,57,4475070
WM-200D,2023,3/1/2023,858,MT,107,9806371,3/26/2023,Jalpaiguri,24724522,56,4738552
FreshFreeze R2800,2024,10/1/2024,833,Normal Trade,119,9806745,10/7/2024,Vikhroli,NULL,54,4263786
FreshBreeze-300,2023,8/1/2023,765,MT,103,9806858,8/21/2023,Sultanpur lodhi,73431736,38,4647324
CleanAir-C100,2023,11/1/2023,854,Normal Trade,115,9807052,11/6/2023,Khurja,65843346,37,3451323
WM-TL10,2022,8/1/2022,754,Normal Trade,122,9807272,8/31/2022, bhiwandi,90920728,47,3652605
CleanAir-C100,2024,3/1/2024,833,Normal Trade,119,9807570,5/19/2024,Murud,80231646,20,1865580
TopCool R1000,2022,9/1/2022,350,Normal Trade,102,9807653,9/21/2022,Iswarpur,10978632,7,549570
TurboConvection O9,2022,6/1/2022,328,MT,104,9807780,6/17/2022,Dindugul,91378795,11,913154
TurboConvection O9,2023,6/1/2023,303,E-com,124,9808268,6/20/2023,New gajuwaka,14164048,49,4067686
WM-TL10,2024,3/1/2024,130,MT,114,9808728,5/15/2024,Ambikapur,96473229,31,2409165
LuxFridge R5000,2022,2/1/2022,303,Normal Trade,124,9808972,2/5/2022,Tenali,62428709,41,3389388
WM-101SA,2023,8/1/2023,303,Normal Trade,123,9809266,8/30/2023,Madanapalle,44740194,40,4542600
TurboConvection O9,2022,1/1/2022,338,E-com,118,9809311,1/12/2022,Durg,82150950,76,6309064
BakePro O3000,2023,3/1/2023,323,Normal Trade,117,9810112,3/10/2023,Akiwate kolhapur,13067430,67,4029849
PowerMix,2022,10/1/2022,130,E-com,114,9810617,10/1/2022,Jamkhed,94739020,59,6621511
TopCool R1000,2023,4/1/2023,125,E-com,101,9810622,4/24/2023,Davanagere,50489494,28,2198280
BakePro O3000,2023,6/1/2023,328,E-com,104,9810687,7/19/2023,Chengalpattu,61705455,24,1443528
FreshCool R2000,2023,3/1/2023,189,Normal Trade,110,9810978,5/11/2023,Jodhour,59430818,72,12233880
CoolBox R1000,2024,9/1/2024,242,Normal Trade,121,9811107,9/21/2024,Kumbakonam,15233691,22,1692988
FreshBreeze-300,2022,6/1/2022,350,Normal Trade,102,9811257,6/18/2022,Pipili,33174916,36,4402728
FreshFreeze R2800,2023,6/1/2023,833,Normal Trade,119,9811471,6/13/2023,Pali,32782148,23,1816057
CleanAir-C100,2023,3/1/2023,754,MT,122,9811570,3/19/2023,Vapi,40807548,7,652953
TopCool R1000,2024,12/1/2024,338,MT,118,9811747,12/19/2024,Aurangabad,NULL,22,1727220
WM-TL10,2023,4/1/2023,765,MT,113,9811907,4/24/2023,Jalandhar,58898211,28,2176020
FreshBreeze-300,2023,6/1/2023,242,Normal Trade,105,9812089,7/31/2023,Kottakal,26195804,38,4647324
CoolBox R1000,2022,3/1/2022,125,MT,101,9812402,3/22/2022,Tthandvapura,43797105,72,5540688
TopCool R1000,2024,4/1/2024,328,Normal Trade,104,9812447,4/9/2024,Egattur,70368125,49,3846990
CoolBox R1000,2023,10/1/2023,242,MT,105,9812472,10/26/2023,Palakkad,23946199,53,4078562
WM-TL10,2022,1/1/2022,833,MT,119,9812554,1/1/2022,Revdanda,77531176,37,2875455
FreshCool R2000,2023,6/1/2023,859,E-com,120,9812589,7/25/2023,Gondia,30045524,30,5097450
UltraCool R8000,2024,6/1/2024,323,Normal Trade,117,9812621,6/11/2024,Miraj,39919880,50,3278200
WM-200D,2024,10/1/2024,858,E-com,107,9812666,10/26/2024,Rangapara,NULL,68,5753956
TurboConvection O9,2022,3/1/2022,130,E-com,114,9812817,3/4/2022,Aurangabad,19205956,57,4731798
WM-200D,2022,2/1/2022,195,E-com,116,9813280,2/26/2022,Rohtas,95406065,10,846170
FreshBreeze-300,2022,4/1/2022,125,E-com,101,9813565,4/19/2022,Chennai,74870182,33,4035834
LuxFridge R5000,2023,8/1/2023,765,Normal Trade,113,9813654,8/22/2023,Una,62302462,17,1405356
CleanAir-C100,2022,9/1/2022,125,E-com,101,9813842,9/18/2022,Kodagu,98226931,61,5690019
TopCool R1000,2023,9/1/2023,858,Normal Trade,107,9813864,9/20/2023,Nagaon,75778330,39,3061890
FreshBreeze-300,2022,2/1/2022,328,Normal Trade,104,9814085,2/17/2022,Madhurai,39305541,2,244596
LuxFridge R5000,2022,4/1/2022,859,MT,120,9814602,4/11/2022,Mira road east,87194344,52,4298736
WM-200D,2023,3/1/2023,195,Normal Trade,116,9815318,3/28/2023,Gazipur,44792727,59,4992403
WM-200D,2024,6/1/2024,765,E-com,113,9815340,6/27/2024, faridkot,30181102,50,4230850
FreshFreeze R2800,2023,1/1/2023,242,MT,105,9816018,1/25/2023,Parayakadu alappuzha,74867032,45,3553155
TurboConvection O9,2023,3/1/2023,854,MT,115,9816238,5/19/2023,Narwana,50962324,25,2075350
WM-101SA,2024,11/1/2024,754,Normal Trade,100,9816250,11/27/2024,Valsad,NULL,67,7608855
LuxFridge R5000,2024,10/1/2024,754,Normal Trade,100,9816477,10/25/2024,Gondal,NULL,25,2066700
WM-200D,2022,6/1/2022,765,MT,103,9816744,7/15/2022,Una,46136013,31,2623127
WM-200D,2022,10/1/2022,242,Normal Trade,111,9816957,10/28/2022,Parayakadu alappuzha,45271577,65,5500105
WM-200D,2024,1/1/2024,323,MT,117,9817050,1/12/2024,Shirwal,32112320,6,507702
UltraCool R8000,2023,4/1/2023,130,Normal Trade,114,9817804,4/6/2023,Akola,67516393,5,327820
FreshBreeze-300,2022,3/1/2022,754,E-com,100,9817825,3/15/2022,Jam nagar,82287628,55,6726390
FreshFreeze R2800,2022,2/1/2022,328,E-com,104,9817964,2/20/2022,Theni,33075119,76,6000884
WM-TL10,2023,1/1/2023,328,MT,104,9818014,1/5/2023,Parangipettai,90932817,46,3574890
UltraCool R8000,2024,2/1/2024,242,Normal Trade,111,9818262,2/26/2024,Changanassery,73421110,78,5113992
PowerMix,2024,6/1/2024,792,Normal Trade,106,9818345,6/1/2024,Panaji,39344185,30,3366870
TurboConvection O9,2024,4/1/2024,195,MT,116,9818405,4/18/2024,Rohtas,80890785,81,6724134
TurboConvection O9,2024,4/1/2024,125,Normal Trade,101,9818663,4/12/2024,Gulburga,82215395,51,4233714
CoolBox R1000,2022,10/1/2022,242,E-com,111,9818817,10/16/2022,Kasaragod,90844955,28,2154712
WM-TL10,2023,3/1/2023,754,MT,100,9818990,5/30/2023,Gandhinagar,81416669,36,2797740
WM-101SA,2023,3/1/2023,859,Normal Trade,120,9819980,5/4/2023,Tardeo,58169137,29,3293385
BakePro O3000,2024,6/1/2024,189,Normal Trade,110,9820144,7/31/2024,Banswara,57511543,38,2285586
TurboConvection O9,2022,11/1/2022,859,MT,120,9820377,11/20/2022,Talegaon,66797703,37,3071518
TopCool R1000,2022,3/1/2022,792,Normal Trade,106,9820687,5/10/2022,Pune,48905837,52,4082520
UltraCool R8000,2022,2/1/2022,833,E-com,119,9820700,2/4/2022,Boisar,70451806,26,1704664
FreshBreeze-300,2022,9/1/2022,328,MT,104,9821037,9/23/2022,Puducherry,82266709,62,7582476
TopCool R1000,2022,3/1/2022,242,E-com,121,9821696,5/23/2022,Nh bypass road,43440045,11,863610
CleanAir-C100,2022,11/1/2022,303,E-com,124,9821800,11/24/2022,Madanapalle,92251573,23,2145417
BakePro O3000,2022,11/1/2022,242,Normal Trade,121,9821826,11/5/2022,Perinthalmanna,34798930,32,1924704
PowerMix,2024,6/1/2024,242,E-com,121,9821855,6/7/2024,Trivandrum,78461067,49,5499221
PowerMix,2022,6/1/2022,189,Normal Trade,110,9821871,7/12/2022,Khajuwala,98232407,22,2469038
CoolBox R1000,2024,12/1/2024,125,Normal Trade,101,9822092,12/12/2024,Tumkur,68406016,30,2308620
FreshBreeze-300,2023,4/1/2023,242,E-com,111,9822459,4/19/2023,Punalur,96296633,60,7337880
CleanAir-C100,2024,1/1/2024,242,MT,111,9822484,1/12/2024,Mannarkkad,29761403,82,7648878
UltraCool R8000,2023,3/1/2023,858,Normal Trade,107,9822849,3/25/2023,Nagaon,83074005,8,524512
WM-200D,2024,1/1/2024,765,E-com,103,9822878,1/21/2024,Hoshiarpur,80800242,48,4061616
UltraCool R8000,2024,10/1/2024,130,Normal Trade,114,9822949,10/1/2024,Gondia,28096825,72,4720608
BakePro O3000,2023,11/1/2023,854,MT,115,9823976,11/23/2023,Jahangirabad,74067280,54,3247938
CoolBox R1000,2022,6/1/2022,818,MT,109,9823994,7/26/2022,Sehore,71327848,5,384770
CoolBox R1000,2023,9/1/2023,754,Normal Trade,122,9824047,9/23/2023,Selvassa,91746978,69,5309826
TurboConvection O9,2022,10/1/2022,242,Normal Trade,121,9824168,10/31/2022,Vattappara,95803846,1,83014
FreshCool R2000,2023,1/1/2023,858,MT,107,9824182,1/13/2023,Shillong,67735664,79,13423285
FreshFreeze R2800,2024,9/1/2024,833,Normal Trade,119,9824221,9/21/2024,Virar,99228124,81,6395679
WM-200D,2022,3/1/2022,754,Normal Trade,122,9824348,3/14/2022,Sabarkantha,51629273,46,3892382
PowerMix,2023,9/1/2023,765,MT,103,9824859,9/27/2023,Rajpura,36157506,31,3479099
PowerMix,2023,2/1/2023,303,E-com,123,9824963,2/12/2023,Mangalagiri,35850974,21,2356809
FreshBreeze-300,2024,10/1/2024,132,Normal Trade,112,9825812,10/13/2024,Varanasi,NULL,29,3546642
WM-200D,2023,10/1/2023,765,Normal Trade,113,9826044,10/11/2023,Dharamshala,89542843,77,6515509
WM-200D,2024,8/1/2024,303,MT,123,9826194,8/18/2024,Kondapur,32655415,27,2284659
TopCool R1000,2023,3/1/2023,125,MT,101,9826283,3/23/2023,Bagepalli,19621170,6,471060
FreshCool R2000,2024,6/1/2024,328,Normal Trade,104,9826928,7/20/2024,Thiruchengode,96649829,12,2038980
PowerMix,2023,4/1/2023,130,E-com,114,9827042,4/25/2023,Umred,84096160,39,4376931
FreshBreeze-300,2023,10/1/2023,130,Normal Trade,114,9827228,10/14/2023,Chandrapur,33237615,38,4647324
WM-200D,2024,6/1/2024,328,E-com,104,9827514,7/8/2024,Thodupuzha,10267319,71,6007807
LuxFridge R5000,2023,8/1/2023,132,E-com,112,9827945,8/11/2023,Satna,67954483,38,3141384
CleanAir-C100,2023,4/1/2023,858,E-com,107,9828022,4/4/2023,West tripura,21427536,71,6622809
WM-TL10,2023,2/1/2023,189,E-com,110,9828381,2/4/2023,Sriganganagar,44590202,47,3652605
TurboConvection O9,2022,4/1/2022,858,Normal Trade,107,9828712,4/9/2022,Dibrugarh,54351530,6,498084
WM-TL10,2022,9/1/2022,833,E-com,119,9829253,9/10/2022,Chinchani,48173389,76,5906340
CleanAir-C100,2024,3/1/2024,858,MT,107,9829290,5/3/2024,Kamrup,24089904,68,6342972
LuxFridge R5000,2022,8/1/2022,189,E-com,110,9829333,8/5/2022,Jodhour,63369699,34,2810712
FreshCool R2000,2024,8/1/2024,859,MT,120,9829762,8/31/2024,Raipur,58974686,18,3058470
BakePro O3000,2022,1/1/2022,195,MT,116,9829898,1/8/2022,Chapara,38287297,68,4089996
TopCool R1000,2022,9/1/2022,195,Normal Trade,116,9829992,9/20/2022,Ranchi,94434861,20,1570200
WM-200D,2023,6/1/2023,833,MT,119,9830165,7/6/2023,Ulhasnagar,60423032,4,338468
LuxFridge R5000,2022,8/1/2022,858,E-com,107,9830319,8/30/2022,Dibrigarh,93495185,12,992016
TurboConvection O9,2022,11/1/2022,792,Normal Trade,106,9830442,11/28/2022,Sanata cruz,83327293,63,5229882
FreshCool R2000,2022,9/1/2022,765,Normal Trade,103,9830675,9/15/2022,Jammu and kashmir,47922969,3,509745
LuxFridge R5000,2022,1/1/2022,792,Normal Trade,106,9830874,1/11/2022,Sanata cruz,27834596,74,6117432
CleanAir-C100,2023,10/1/2023,765,Normal Trade,103,9831121,10/7/2023,Jammu,87018675,36,3358044
LuxFridge R5000,2022,6/1/2022,323,E-com,117,9831302,6/29/2022,Verna,84772521,8,661344
WM-101SA,2024,12/1/2024,242,MT,111,9831414,12/6/2024,Sreekariyam trivandrum,NULL,59,6700335
PowerMix,2022,6/1/2022,754,E-com,100,9831440,7/16/2022,Patan,12856174,73,8192717
WM-TL10,2022,1/1/2022,754,Normal Trade,122,9831475,1/13/2022,Bhiwandi,13132558,73,5673195
BakePro O3000,2022,2/1/2022,858,Normal Trade,107,9832094,2/12/2022,Jengraimukh,39815643,13,781911
UltraCool R8000,2023,8/1/2023,189,E-com,110,9832340,8/17/2023,Banswara,74154596,6,393384
BakePro O3000,2024,11/1/2024,130,E-com,114,9832465,11/18/2024,Khamgaon,NULL,15,902205
CleanAir-C100,2023,11/1/2023,195,MT,116,9832645,11/13/2023,Bhagalpur,86063544,43,4010997
PowerMix,2023,9/1/2023,854,MT,115,9833191,9/29/2023,Dadri,86422978,47,5274763
TopCool R1000,2022,6/1/2022,818,E-com,109,9833734,7/2/2022,Ishagarh,15066382,25,1962750
FreshFreeze R2800,2022,6/1/2022,303,Normal Trade,124,9834133,6/18/2022,Ongole,23760099,14,1105426
FreshBreeze-300,2024,9/1/2024,858,E-com,107,9834199,9/3/2024,Agartala,69060861,49,5992602
FreshCool R2000,2022,3/1/2022,242,MT,111,9834329,5/10/2022,Parayakadu alappuzha,38545444,25,4247875
WM-TL10,2022,3/1/2022,130,E-com,114,9834338,5/12/2022,Wardha,68545769,73,5673195
UltraCool R8000,2023,12/1/2023,859,MT,120,9834501,12/7/2023,Uran,53788396,74,4851736
CleanAir-C100,2022,3/1/2022,792,MT,106,9835677,5/26/2022,Sanata cruz,55463883,33,3078207
FreshFreeze R2800,2023,2/1/2023,658,Normal Trade,108,9836108,2/12/2023,Hanamkonda,13468361,9,710631
WM-TL10,2022,6/1/2022,765,Normal Trade,113,9837018,7/2/2022,Abohar,96395574,76,5906340
FreshBreeze-300,2023,1/1/2023,242,E-com,121,9837050,1/29/2023,Thodupuzha,62652772,67,8193966
UltraCool R8000,2023,4/1/2023,189,MT,110,9837269,4/17/2023,Bhilwara,32898616,60,3933840
FreshBreeze-300,2023,2/1/2023,189,E-com,110,9837466,2/16/2023,Khajuwala,96154878,44,5381112
BakePro O3000,2023,4/1/2023,189,MT,110,9837877,4/10/2023,Sriganganagar,28426925,5,300735
UltraCool R8000,2022,3/1/2022,242,E-com,121,9837903,5/31/2022,Ranni,65267877,50,3278200
TopCool R1000,2023,10/1/2023,242,Normal Trade,111,9837953,10/18/2023,Thiruvanathapuram,84867294,44,3454440
FreshCool R2000,2024,3/1/2024,242,E-com,105,9838096,3/16/2024,Thumbatvm,57413518,19,3228385
WM-101SA,2024,4/1/2024,818,Normal Trade,109,9838222,4/17/2024,Shahdol,15836056,3,340695
CoolBox R1000,2022,3/1/2022,125,MT,101,9839008,5/12/2022,Bngalore,22956718,36,2770344
CleanAir-C100,2022,10/1/2022,303,Normal Trade,123,9839210,10/7/2022,Machilipatnam,76597532,64,5969856
WM-TL10,2023,4/1/2023,765,E-com,103,9839217,4/16/2023,Faridkot,32880493,52,4041180
LuxFridge R5000,2023,3/1/2023,754,E-com,122,9839595,5/28/2023,Junagadh,36586421,79,6530772
LuxFridge R5000,2022,9/1/2022,328,Normal Trade,104,9839636,9/27/2022,Thudiyalur,54214396,72,5952096
UltraCool R8000,2022,11/1/2022,242,Normal Trade,105,9839713,11/15/2022,Trivandurm,40524029,38,2491432
FreshFreeze R2800,2024,10/1/2024,130,E-com,114,9840308,10/22/2024,Amgaon,NULL,72,5685048
WM-101SA,2024,1/1/2024,754,MT,122,9840625,1/15/2024,Chhotaudepur,39304265,35,3974775
BakePro O3000,2024,3/1/2024,854,MT,115,9841068,5/13/2024,Chandpur,44852582,56,3368232
