Invoice_No,OBD_No,Billing_Date,Billing_Amount,IOD_Date,Delivery_Days
4384051,97805700,10/5/2023,40.78562,11/28/2023,52
5289121,90104974,10/5/2023,24.62528,10/23/2023,16
9087774,88483924,10/5/2023,62.46075,11/27/2023,50
8965487,31311258,10/5/2023,42.1029,11/26/2023,49
3561552,47241089,10/5/2023,33.0672,10/10/2023,4
2422018,28029509,10/5/2023,11.42793,10/6/2023,2
1349706,80292258,10/5/2023,86.65665,11/24/2023,48
9548432,76238574,10/5/2023,9.0852,10/6/2023,1
3096069,85962313,10/5/2023,67.3374,11/24/2023,50
7503458,58962238,10/5/2023,20.3898,10/6/2023,2
2541308,47957945,10/5/2023,3.93384,10/6/2023,0
1876771,98637717,10/5/2023,15.89874,10/6/2023,1
9736208,76889143,10/5/2023,62.82768,11/27/2023,50
7938030,53131238,10/5/2023,45.79622,11/26/2023,49
8134214,67189553,10/5/2023,81.92717,11/28/2023,53
5098576,99717427,10/5/2023,31.87791,11/29/2023,54
4374754,51837852,10/5/2023,48.14812,11/28/2023,51
4475171,12512414,10/6/2023,63.46275,11/30/2023,52
4662454,35280582,10/6/2023,30.5847,10/7/2023,0
9253243,74030858,10/6/2023,10.79182,10/7/2023,2
7244193,83182080,10/6/2023,12.49215,10/7/2023,1
6777920,70151314,10/6/2023,14.94252,10/7/2023,3
8663029,39137582,10/6/2023,130.83455,11/29/2023,50
9442639,72701968,10/6/2023,57.7711,10/19/2023,13
9658470,50379612,10/6/2023,39.99404,11/29/2023,53
6409746,15067887,10/6/2023,5.09745,10/7/2023,0
7427269,23809073,10/6/2023,56.69339,11/27/2023,49
7987471,21492085,10/6/2023,88.66091,11/28/2023,49
6065517,87197424,10/6/2023,52.08084,11/30/2023,51
1240710,41810973,10/6/2023,18.95016,10/7/2023,3
1394888,98663392,10/6/2023,48.50508,11/26/2023,51
5643235,58278366,10/6/2023,86.65665,11/25/2023,47
3119933,45286047,10/6/2023,74.9529,11/26/2023,47
3954860,64294421,10/6/2023,35.20515,10/19/2023,11
4382135,15879578,10/6/2023,1.5702,10/7/2023,1
4394336,27705074,10/6/2023,12.31264,10/7/2023,1
5823034,92662200,10/6/2023,11.84385,10/7/2023,0
8098339,32038057,10/6/2023,20.00804,10/27/2023,19
3716216,90291052,10/7/2023,39.09555,11/27/2023,46
7896246,86577050,10/7/2023,22.32036,10/16/2023,8
3621744,92357034,10/7/2023,41.6103,12/1/2023,52
8650572,60090149,10/7/2023,3.9255,10/8/2023,2
9032452,27376441,10/7/2023,61.1694,11/17/2023,41
1827509,74543371,10/7/2023,46.3209,11/29/2023,48
7444104,47347708,10/7/2023,73.69041,11/26/2023,49
4900855,48958131,10/7/2023,37.6848,10/22/2023,12
3895425,80885469,10/7/2023,46.55044,11/28/2023,47
3889875,47427169,10/7/2023,19.6275,10/8/2023,3
7579839,74482820,10/7/2023,11.84638,10/8/2023,2
4748948,29245768,10/7/2023,51.79556,11/29/2023,50
1536003,86680961,10/7/2023,71.54595,11/30/2023,51
4394402,17073005,10/7/2023,12.34519,10/8/2023,3
4350161,60173377,10/8/2023,46.629,12/2/2023,54
7134091,58863529,10/8/2023,47.106,12/2/2023,51
6847756,88050455,10/8/2023,40.4118,11/28/2023,46
4115765,19574576,10/8/2023,34.5444,10/10/2023,0
6067049,68964116,10/8/2023,22.01364,10/9/2023,3
8934503,73802021,10/8/2023,40.26909,11/28/2023,49
8375413,36882000,10/8/2023,19.01356,11/14/2023,34
1119903,90307392,10/8/2023,79.4955,11/29/2023,49
9415785,79296719,10/8/2023,55.84722,12/2/2023,52
5100113,60639157,10/8/2023,13.22688,10/9/2023,0
8574426,33040510,10/8/2023,10.10295,10/9/2023,4
2100259,77643117,10/8/2023,76.31572,11/27/2023,47
6993780,49708789,10/8/2023,45.8948,12/2/2023,51
5218944,91605547,10/8/2023,37.3563,11/1/2023,22
6599609,95899843,10/8/2023,28.87056,10/10/2023,1
4126898,78613503,10/8/2023,59.77008,11/29/2023,49
5812480,40317689,10/8/2023,8.39511,10/9/2023,1
1054091,54823974,10/8/2023,21.57735,10/9/2023,3
2160287,22955091,10/8/2023,32.6403,11/14/2023,32
3585301,48874301,10/8/2023,37.23148,10/24/2023,16
4945202,79627150,10/9/2023,60.79366,11/29/2023,49
1568596,48426700,10/9/2023,10.49024,10/10/2023,1
4301644,80067538,10/9/2023,85.17375,12/3/2023,51
7918793,28453800,10/9/2023,62.2605,12/2/2023,50
7980823,93984529,10/9/2023,38.07765,10/16/2023,3
4001408,84950330,10/9/2023,67.2639,11/29/2023,46
1563008,84033304,10/9/2023,58.48504,12/1/2023,52
2315976,50697697,10/9/2023,20.77758,11/9/2023,28
3122320,62035978,10/9/2023,58.48504,11/29/2023,46
8065559,83864238,10/9/2023,60.79843,11/30/2023,47
3711894,94557520,10/9/2023,2.33145,10/10/2023,4
4415210,80740167,10/9/2023,33.16278,10/16/2023,5
7378535,29834119,10/9/2023,1.69234,10/10/2023,2
3268396,49503706,10/9/2023,31.7982,11/12/2023,33
2329974,68307680,10/9/2023,40.4118,12/2/2023,52
1919585,84017392,10/9/2023,5.38678,10/10/2023,1
2885212,48556908,10/9/2023,34.51323,11/9/2023,31
7231899,20017969,10/10/2023,9.96168,10/11/2023,4
6033887,68202542,10/10/2023,73.06345,11/16/2023,34
4667999,76922183,10/10/2023,85.17375,11/29/2023,48
5126003,56630457,10/10/2023,12.2298,10/11/2023,2
4263287,73337926,10/10/2023,45.6577,12/4/2023,51
4612279,96674066,10/10/2023,10.2063,10/11/2023,1
5698885,76753592,10/10/2023,34.74892,12/1/2023,50
6122965,92139466,10/10/2023,54.63734,12/4/2023,51
9951197,98746538,10/10/2023,27.05091,10/22/2023,10
1662570,11914580,10/10/2023,20.98048,10/30/2023,20
5296992,62098293,10/10/2023,12.4521,10/11/2023,2
9858132,48432274,10/10/2023,13.3467,10/11/2023,0
4473870,62233161,10/10/2023,53.9591,12/1/2023,51
1386775,64587161,10/10/2023,64.30892,12/2/2023,53
1850992,48909072,10/10/2023,9.17896,10/11/2023,2
7141510,41635435,10/10/2023,58.28625,12/2/2023,51
5955170,31524980,10/10/2023,14.62126,10/11/2023,1
8596339,98436160,10/10/2023,17.37098,10/11/2023,1
7885148,57208264,10/10/2023,4.96008,10/11/2023,3
6087959,91173788,10/10/2023,49.38076,11/3/2023,21
3045994,83168996,10/10/2023,54.5112,10/19/2023,6
3425103,96490768,10/11/2023,16.58139,10/12/2023,3
8852729,95753950,10/11/2023,19.46191,10/12/2023,0
4991496,17968729,10/11/2023,0.7851,10/12/2023,0
9540685,47058987,10/11/2023,27.92361,11/30/2023,47
2181776,34071754,10/11/2023,33.6687,11/22/2023,40
5059317,12473434,10/11/2023,83.16264,12/4/2023,50
6384369,62687851,10/11/2023,24.9843,10/12/2023,0
6984457,21879356,10/11/2023,48.48102,12/2/2023,48
2716124,79334562,10/11/2023,39.01658,10/27/2023,15
7973012,78643971,10/11/2023,46.94194,12/5/2023,53
9133507,59973540,10/11/2023,53.62335,12/3/2023,51
9479842,97653539,10/11/2023,130.83455,12/1/2023,47
9124929,93688317,10/11/2023,17.2722,10/12/2023,2
3614377,51701966,10/11/2023,67.16088,12/3/2023,52
3142723,63136530,10/11/2023,27.07744,11/3/2023,21
4961925,83028906,10/11/2023,7.47126,10/12/2023,2
8810424,84853914,10/11/2023,58.69428,11/30/2023,47
3020727,75978525,10/11/2023,12.4002,10/12/2023,0
1978465,26003317,10/11/2023,113.84305,12/5/2023,50
1030163,86884584,10/12/2023,33.43764,12/3/2023,52
6671189,15943124,10/12/2023,57.7155,12/5/2023,52
2620192,16869055,10/12/2023,4.5426,10/13/2023,2
4855388,98894223,10/12/2023,64.75092,12/6/2023,52
3861779,13378572,10/12/2023,26.9339,11/4/2023,21
8824531,94571454,10/12/2023,30.0735,11/15/2023,31
8701056,34302521,10/12/2023,21.54712,11/15/2023,29
2425617,73474412,10/12/2023,59.48137,12/6/2023,51
7559259,94805919,10/12/2023,62.82768,12/1/2023,50
3738326,44168310,10/12/2023,12.4344,10/13/2023,2
4554795,60438069,10/12/2023,29.17954,11/23/2023,40
2626229,98447167,10/12/2023,49.92403,12/5/2023,51
9774573,79420474,10/12/2023,93.45325,12/1/2023,49
5018995,64022294,10/12/2023,68.139,12/3/2023,51
9057060,20060841,10/12/2023,23.31975,10/13/2023,1
7269381,85279552,10/12/2023,23.6877,10/19/2023,6
7749763,75238729,10/12/2023,52.23624,12/1/2023,46
5187655,40673989,10/12/2023,76.46175,11/26/2023,44
3455225,38281706,10/12/2023,28.10712,11/17/2023,32
2612767,38614516,10/12/2023,2.36877,10/13/2023,1
6189258,51016226,10/12/2023,6.99435,10/13/2023,2
3717354,53306792,10/13/2023,61.56414,12/5/2023,49
3491173,46475405,10/13/2023,33.16278,10/29/2023,14
7391357,10885420,10/13/2023,58.28625,12/5/2023,52
2643344,12370090,10/13/2023,53.62335,12/5/2023,50
9077474,18126479,10/13/2023,13.08218,10/14/2023,1
1698108,69239219,10/13/2023,54.1719,12/2/2023,47
1676430,70050178,10/13/2023,33.16278,10/15/2023,0
8565826,14109649,10/13/2023,4.7106,10/14/2023,3
2170110,12044584,10/13/2023,41.507,11/9/2023,23
8348268,72878778,10/13/2023,13.08218,10/14/2023,0
9576867,71298296,10/13/2023,29.21483,11/14/2023,30
7183169,39972320,10/13/2023,127.43625,12/2/2023,49
9361693,59848072,10/13/2023,67.2639,12/5/2023,52
7978758,95893370,10/13/2023,30.00442,10/19/2023,3
7457188,24787933,10/14/2023,28.39125,10/15/2023,3
8333124,41157840,10/14/2023,42.16068,12/6/2023,51
1987290,33858120,10/14/2023,56.7825,11/30/2023,45
3438855,95546801,10/14/2023,55.0341,10/16/2023,2
1942411,57236885,10/14/2023,19.6692,11/24/2023,36
2818941,10156208,10/14/2023,16.32015,10/15/2023,0
4525412,72111791,10/14/2023,18.6516,10/15/2023,1
7756122,24026495,10/14/2023,53.12896,12/7/2023,51
8766314,53671508,10/14/2023,4.6629,10/15/2023,2
9762826,24433707,10/14/2023,54.63734,12/7/2023,52
7302966,27083565,10/14/2023,12.2298,10/15/2023,4
5116624,36529990,10/14/2023,8.42058,10/15/2023,1
3967808,84189328,10/14/2023,46.58581,12/8/2023,50
1592554,88252116,10/14/2023,51.0315,12/3/2023,47
4741384,98444685,10/14/2023,22.41378,11/14/2023,28
7938755,66846657,10/14/2023,10.79182,10/15/2023,3
9827228,33237615,10/14/2023,46.47324,10/21/2023,4
2786027,75811317,10/15/2023,66.00126,12/5/2023,49
7352469,73990527,10/15/2023,25.26174,10/21/2023,4
1401069,65890031,10/15/2023,80.63115,12/4/2023,49
9147493,36588172,10/15/2023,43.81404,12/9/2023,52
5185730,35312424,10/15/2023,38.07765,11/16/2023,28
5335179,47281925,10/15/2023,36.0602,12/4/2023,48
9341076,47762588,10/15/2023,9.23448,10/16/2023,4
4069223,12198248,10/15/2023,22.38696,10/16/2023,1
5811072,72974683,10/15/2023,18.95016,10/16/2023,3
7515730,43195285,10/15/2023,3.9255,10/16/2023,4
7845833,38023518,10/15/2023,9.96168,10/16/2023,1
3915393,73545170,10/15/2023,101.949,12/6/2023,49
9176265,86249067,10/15/2023,23.60304,10/31/2023,13
3546156,48123035,10/15/2023,122.3388,12/6/2023,51
4049985,89236172,10/15/2023,25.56996,11/10/2023,23
1874398,64551046,10/16/2023,9.96168,10/17/2023,0
5864862,44384897,10/16/2023,53.09826,12/8/2023,51
8526197,69531427,10/16/2023,37.6848,11/1/2023,13
2501642,45825055,10/16/2023,25.81267,10/17/2023,2
4610526,98825403,10/16/2023,60.6177,12/6/2023,48
3471253,21281365,10/16/2023,59.69856,12/7/2023,52
3340450,55835191,10/16/2023,72.6816,12/7/2023,49
8103845,69066531,10/16/2023,65.09282,12/9/2023,51
9941610,25889673,10/16/2023,8.4617,10/17/2023,1
9743189,92642499,10/16/2023,6.15632,10/17/2023,1
4744882,36601799,10/16/2023,4.48916,10/17/2023,2
8876745,45570755,10/16/2023,63.92078,12/9/2023,51
4492340,17176730,10/16/2023,10.1949,10/17/2023,1
4460371,99880660,10/16/2023,14.9169,10/17/2023,3
6008220,34991739,10/16/2023,31.5836,11/13/2023,26
3772557,75992475,10/16/2023,70.70427,12/5/2023,48
3735306,45636499,10/16/2023,58.48504,12/9/2023,49
5666356,90379710,10/16/2023,49.8084,12/7/2023,48
4718703,36261988,10/16/2023,1.31128,10/17/2023,0
3498085,42342289,10/16/2023,100.24985,12/10/2023,54
1754659,13533390,10/16/2023,25.3851,11/3/2023,16
8619194,64524124,10/16/2023,27.2556,10/17/2023,3
7735046,50236363,10/17/2023,36.0882,12/6/2023,48
4927365,96899418,10/17/2023,37.70746,11/8/2023,18
3094239,21480272,10/17/2023,49.4613,12/11/2023,52
7621429,95268109,10/17/2023,8.49575,10/18/2023,2
8023372,45349744,10/17/2023,29.76048,10/29/2023,9
3898378,71543112,10/17/2023,12.69255,10/18/2023,0
7014808,21172882,10/17/2023,36.71584,12/7/2023,48
5568424,66535801,10/17/2023,52.08084,12/9/2023,48
9337532,60331463,10/17/2023,23.60304,11/5/2023,19
9388546,91945976,10/17/2023,1.57918,10/18/2023,2
2401023,48566545,10/17/2023,25.3851,10/24/2023,3
6207779,71974027,10/17/2023,28.12854,10/18/2023,1
3686287,65119183,10/17/2023,5.92319,10/18/2023,0
3489431,91998766,10/17/2023,40.50732,11/2/2023,15
6203057,32848643,10/17/2023,68.45969,12/9/2023,52
5841588,93425844,10/17/2023,29.84928,11/22/2023,34
7658665,13679313,10/17/2023,43.42745,12/8/2023,51
1161102,88076270,10/17/2023,39.76999,11/29/2023,41
9454062,21438340,10/17/2023,25.26688,11/9/2023,23
6225807,52806491,10/17/2023,2.36877,10/18/2023,3
4963753,27506836,10/17/2023,55.38756,12/9/2023,50
9406848,17499695,10/18/2023,42.1029,12/11/2023,54
5133011,47276794,10/18/2023,58.1098,12/11/2023,52
6770848,27155779,10/18/2023,62.0229,12/12/2023,52
4207861,23372061,10/18/2023,1.86558,10/19/2023,1
6830521,58126969,10/18/2023,3.15836,10/19/2023,4
8573586,66334114,10/18/2023,53.8678,12/10/2023,51
9997668,31516732,10/18/2023,84.38562,12/11/2023,51
8950185,74099554,10/18/2023,1.53908,10/19/2023,3
7480772,30668431,10/18/2023,76.31572,12/10/2023,49
8277938,81722733,10/18/2023,49.25056,12/12/2023,52
7111775,13044063,10/18/2023,20.4126,11/20/2023,30
4947877,46046979,10/18/2023,64.81794,12/12/2023,55
8680964,88227316,10/18/2023,41.6103,12/12/2023,54
9083750,47373148,10/18/2023,15.70692,10/19/2023,2
3067693,59493703,10/18/2023,72.6816,12/9/2023,49
3989152,37334106,10/18/2023,57.64007,12/12/2023,53
5517306,62530853,10/18/2023,28.05725,10/19/2023,3
7252932,18285739,10/18/2023,56.06089,12/8/2023,47
8571738,58431842,10/18/2023,43.86378,12/9/2023,50
9570508,31488992,10/18/2023,26.90556,10/19/2023,2
3211157,22470997,10/19/2023,14.1318,10/20/2023,3
1740918,27162621,10/19/2023,13.99185,10/20/2023,1
4534335,68230817,10/19/2023,18.35792,11/4/2023,12
6281544,63908666,10/19/2023,36.3408,11/30/2023,40
3136529,39888974,10/19/2023,39.76999,11/27/2023,37
9001949,80483536,10/19/2023,15.8991,10/20/2023,0
9327992,85756281,10/19/2023,11.05426,10/20/2023,3
8513116,45871807,10/19/2023,50.0201,12/12/2023,52
7090115,14938681,10/19/2023,21.65292,12/2/2023,40
2962375,63976170,10/19/2023,45.426,11/3/2023,11
4117056,67011913,10/19/2023,25.56996,12/4/2023,44
4698345,92978451,10/19/2023,92.94648,12/10/2023,51
3708933,71725422,10/19/2023,19.42875,10/20/2023,2
1162422,77082048,10/19/2023,28.9338,11/26/2023,34
6280331,46190613,10/19/2023,12.4521,10/20/2023,2
3530270,21660923,10/19/2023,63.42972,12/10/2023,50
9488394,19031400,10/19/2023,20.7535,10/20/2023,3
2634875,68341179,10/19/2023,30.00442,11/15/2023,23
4817755,39778113,10/20/2023,41.52473,11/3/2023,13
8883139,16174008,10/20/2023,46.58581,12/12/2023,51
1740400,20555854,10/20/2023,4.89192,10/21/2023,4
9365931,33855489,10/20/2023,28.9338,12/9/2023,46
8529323,14293477,10/20/2023,83.16264,12/9/2023,48
8498243,20523679,10/20/2023,27.20025,11/1/2023,12
8649458,47037308,10/20/2023,20.52138,10/21/2023,0
9278999,41927492,10/20/2023,4.48916,10/21/2023,2
9375507,33603201,10/20/2023,58.8825,12/11/2023,48
8055575,76489302,10/20/2023,12.63344,10/21/2023,0
8244199,65792417,10/20/2023,59.21925,12/13/2023,51
1803899,18888224,10/20/2023,7.7715,10/21/2023,4
2175292,25100238,10/20/2023,20.3898,10/21/2023,3
5854470,33974297,10/20/2023,4.5426,10/21/2023,1
5354696,62939127,10/20/2023,91.7541,12/9/2023,50
1268493,14362261,10/20/2023,19.73975,10/21/2023,0
8118502,45787343,10/20/2023,103.64815,12/13/2023,53
5285929,22083227,10/20/2023,56.21424,12/13/2023,50
6052190,54793672,10/20/2023,53.7342,12/13/2023,54
1978314,38378846,10/20/2023,49.173,12/11/2023,49
4187908,18545499,10/20/2023,17.69942,10/21/2023,2
4515357,18949426,10/20/2023,49.173,12/12/2023,50
1318735,57177057,10/20/2023,63.5964,12/10/2023,49
7050978,57673392,10/20/2023,18.1704,10/21/2023,3
5527187,17144913,10/20/2023,18.0573,10/21/2023,1
2677031,39065034,10/21/2023,36.37881,12/2/2023,38
6595492,46675397,10/21/2023,62.46075,12/13/2023,51
8205572,88248665,10/21/2023,52.90752,12/11/2023,49
9988061,62971145,10/21/2023,34.86588,11/5/2023,14
7732543,44166783,10/21/2023,53.86992,11/21/2023,27
9400348,60232033,10/21/2023,38.02712,12/10/2023,49
9876767,79030673,10/21/2023,57.3123,12/10/2023,47
6418044,49375887,10/21/2023,20.3898,10/22/2023,1
9717308,65586290,10/21/2023,49.9686,10/27/2023,3
2532162,87340546,10/21/2023,41.05868,12/15/2023,50
6697277,32502892,10/21/2023,50.37066,12/11/2023,49
8808058,73155598,10/21/2023,62.2605,12/13/2023,49
8586261,30493013,10/21/2023,49.8084,12/15/2023,51
1218422,67899095,10/21/2023,59.0538,12/10/2023,49
8812689,83450705,10/21/2023,35.7489,11/7/2023,14
9947623,24787439,10/21/2023,39.74775,12/5/2023,43
5005083,88682915,10/21/2023,40.78562,12/13/2023,51
7775286,47889634,10/21/2023,36.6894,11/1/2023,10
5928375,21078785,10/21/2023,21.54712,11/1/2023,9
2863204,77298521,10/21/2023,11.14588,10/22/2023,2
3877793,76936010,10/22/2023,13.83381,10/23/2023,3
5315835,61542588,10/22/2023,42.3954,12/16/2023,53
7887795,32500833,10/22/2023,30.46212,11/22/2023,31
1368376,65531931,10/22/2023,42.64702,11/7/2023,13
4071728,71395155,10/22/2023,51.2919,12/11/2023,49
3358096,38447499,10/22/2023,48.77412,12/13/2023,50
8042991,30073763,10/22/2023,39.09555,12/12/2023,46
7842115,90083793,10/22/2023,25.56996,11/30/2023,37
2865605,98264438,10/22/2023,58.35908,12/12/2023,50
5095100,12207378,10/22/2023,61.43036,12/16/2023,52
2042273,99628735,10/22/2023,12.69255,10/23/2023,0
6174789,90096323,10/22/2023,17.76957,10/23/2023,1
3754895,38358696,10/22/2023,23.14704,11/8/2023,14
5888009,14839040,10/22/2023,3.8477,10/23/2023,1
2106998,46245645,10/22/2023,41.04276,12/7/2023,44
8452780,65782199,10/22/2023,56.7825,11/4/2023,13
2751542,20443290,10/22/2023,39.13536,12/10/2023,45
2801909,29881959,10/22/2023,6.64112,10/23/2023,3
2861588,86434234,10/22/2023,44.00084,12/16/2023,52
8748174,53396592,10/22/2023,16.92988,10/23/2023,2
8935481,19215034,10/22/2023,35.53914,11/5/2023,12
6047745,14552235,10/22/2023,84.17175,12/13/2023,49
5691660,39505884,10/22/2023,4.1507,10/23/2023,3
8492424,46376391,10/22/2023,38.08035,11/4/2023,8
5705338,14183991,10/22/2023,32.47938,12/13/2023,50
2191066,94705205,10/22/2023,41.30532,12/14/2023,50
6984371,37247147,10/22/2023,21.31893,11/12/2023,18
8998387,16674610,10/22/2023,45.23916,12/13/2023,51
8525521,72074335,10/22/2023,74.60178,12/13/2023,48
6014853,56968623,10/23/2023,2.24458,10/24/2023,1
7772365,11790375,10/23/2023,20.79066,10/24/2023,2
4392472,22772495,10/23/2023,9.62352,10/24/2023,2
7588425,75694038,10/23/2023,35.69602,12/6/2023,40
8473146,89781530,10/23/2023,1.80441,10/24/2023,1
7815076,58762794,10/23/2023,9.02205,10/24/2023,2
8293512,50311520,10/23/2023,64.73205,12/16/2023,51
8581866,38672861,10/23/2023,32.93385,11/17/2023,24
5065656,84194306,10/23/2023,8.42058,10/24/2023,1
1470104,14384831,10/23/2023,40.0401,12/12/2023,48
6148910,38657321,10/23/2023,14.76585,10/24/2023,1
4773320,55868421,10/23/2023,44.02728,11/29/2023,33
1646801,77421330,10/23/2023,37.47645,12/9/2023,42
5348813,98138213,10/23/2023,65.09282,12/17/2023,54
8588965,36260542,10/23/2023,45.426,11/25/2023,29
3876011,24000677,10/23/2023,43.1805,12/13/2023,48
2389475,42063108,10/23/2023,7.6954,10/24/2023,0
6422534,94183695,10/23/2023,30.5847,10/24/2023,3
9462834,14399274,10/23/2023,55.40688,12/14/2023,48
8412769,84045292,10/23/2023,28.76978,10/25/2023,2
7486449,13658179,10/23/2023,30.5745,10/24/2023,4
3019210,15508152,10/23/2023,1.96692,10/24/2023,4
5309980,93566964,10/23/2023,39.13536,11/30/2023,34
4667113,75085300,10/23/2023,28.9338,11/2/2023,7
3234824,26105454,10/23/2023,14.58977,10/24/2023,2
9878831,49933235,10/24/2023,17.87445,10/25/2023,3
1766796,58499037,10/24/2023,20.77758,12/6/2023,43
2652284,83448910,10/24/2023,43.99742,12/18/2023,52
5718515,52305442,10/24/2023,44.00084,12/16/2023,52
6956512,23215963,10/24/2023,53.30871,12/13/2023,49
1177469,11137651,10/24/2023,5.09745,10/25/2023,3
7551438,74102579,10/24/2023,49.173,12/16/2023,51
9569884,45503367,10/24/2023,38.02712,12/14/2023,47
5367107,13432912,10/24/2023,31.41384,11/10/2023,15
4408903,52977013,10/24/2023,55.00105,12/17/2023,52
6308442,25248056,10/24/2023,42.8043,10/29/2023,2
5741813,16395620,10/24/2023,23.84865,10/25/2023,0
8920797,74614052,10/24/2023,89.71635,12/17/2023,52
9723295,76060289,10/24/2023,23.553,10/27/2023,1
4889008,96077857,10/24/2023,66.26685,11/12/2023,17
2682364,68420893,10/24/2023,17.87445,10/25/2023,1
5021203,56371170,10/24/2023,25.39482,11/16/2023,20
3791582,53254525,10/24/2023,22.32036,11/6/2023,10
9057843,61302183,10/24/2023,35.48673,12/18/2023,52
1065843,27598115,10/24/2023,22.84659,11/11/2023,17
9589795,50877473,10/24/2023,130.83455,12/14/2023,49
6446792,59891348,10/24/2023,46.6395,11/30/2023,34
6496993,85513846,10/25/2023,10.00402,10/26/2023,1
5515751,84366722,10/25/2023,70.89204,12/15/2023,47
4783204,37003632,10/25/2023,52.2399,12/4/2023,37
6504900,79839059,10/25/2023,39.13536,12/1/2023,35
5407512,22439507,10/25/2023,1.20294,10/26/2023,0
4031576,25777827,10/25/2023,4.96008,10/26/2023,0
4878226,71304112,10/25/2023,64.48104,12/14/2023,47
1095992,26200923,10/25/2023,56.90019,12/19/2023,54
7074204,58542593,10/25/2023,41.97555,11/23/2023,27
2391894,29296419,10/25/2023,0.82668,10/26/2023,0
9373087,36614713,10/25/2023,50.0201,12/14/2023,49
8759588,91540617,10/25/2023,3.88575,10/26/2023,1
8350265,19314787,10/25/2023,17.37098,10/26/2023,3
7898079,26188579,10/25/2023,33.8468,11/26/2023,31
4664443,27000208,10/25/2023,71.82656,12/19/2023,55
4292843,42867782,10/25/2023,19.92336,10/26/2023,0
2295222,92310958,10/25/2023,30.5745,10/26/2023,2
7373495,54230340,10/25/2023,26.84606,11/5/2023,7
7108168,93241474,10/25/2023,8.2668,10/26/2023,0
5346599,38191492,10/25/2023,47.57229,12/18/2023,49
2696557,61259494,10/26/2023,11.3565,10/27/2023,2
8945295,41992031,10/26/2023,62.46075,12/16/2023,50
1617513,62506916,10/26/2023,9.3279,10/27/2023,1
7478034,46560856,10/26/2023,59.0538,12/19/2023,50
7108056,65927615,10/26/2023,61.58802,12/15/2023,49
8745812,96832327,10/26/2023,48.50508,12/20/2023,53
1271030,44696042,10/26/2023,11.84385,10/27/2023,1
3773909,68961318,10/26/2023,112.1439,12/15/2023,48
6068298,74819756,10/26/2023,10.77356,10/27/2023,1
8907028,48283180,10/26/2023,43.15467,12/19/2023,52
9125581,31734541,10/26/2023,13.5932,10/27/2023,4
5180853,26288475,10/26/2023,1.96692,10/27/2023,1
4029240,45206228,10/26/2023,37.47645,11/14/2023,19
3077237,16406597,10/26/2023,10.00402,10/27/2023,1
7383812,89217610,10/26/2023,74.07114,12/20/2023,54
3649849,11530962,10/26/2023,45.87705,12/14/2023,45
2387719,36420551,10/26/2023,63.5964,12/16/2023,49
9508004,19533564,10/27/2023,30.01206,11/15/2023,16
5487313,39916662,10/27/2023,11.89405,10/28/2023,2
5269083,10404729,10/27/2023,55.00105,12/17/2023,48
7128174,56749089,10/27/2023,34.0695,11/1/2023,2
5711754,58820841,10/27/2023,60.92424,12/20/2023,52
5713233,23410324,10/27/2023,3.1086,10/28/2023,3
4518851,61211262,10/27/2023,19.01364,10/28/2023,2
5602792,49428563,10/27/2023,65.15509,12/21/2023,54
4457534,96056814,10/27/2023,52.23624,12/16/2023,46
2978268,44715608,10/27/2023,5.4957,10/28/2023,1
8869583,95635854,10/27/2023,2.40588,10/28/2023,1
3658314,48320618,10/27/2023,48.77412,12/19/2023,48
1275590,92713066,10/27/2023,64.81794,12/20/2023,51
2462149,52928422,10/27/2023,44.29035,11/30/2023,31
7895109,85623623,10/27/2023,36.37392,11/19/2023,18
3273032,30289508,10/27/2023,20.667,10/28/2023,2
8516391,14817439,10/27/2023,12.4002,10/28/2023,2
7695964,61078294,10/27/2023,79.86005,11/8/2023,10
4518935,58664468,10/27/2023,39.68064,11/17/2023,20
8791765,74922188,10/27/2023,29.5038,12/6/2023,40
5284230,68303249,10/27/2023,35.69602,12/14/2023,46
4822259,56753777,10/28/2023,46.1724,12/17/2023,47
6744174,16766491,10/28/2023,44.64072,12/17/2023,46
6390302,89183946,10/28/2023,35.46642,11/17/2023,17
5652512,79967676,10/28/2023,43.15467,12/21/2023,50
7554961,46429883,10/28/2023,26.05647,11/30/2023,33
8141115,85282221,10/28/2023,45.5358,12/22/2023,52
3623796,58413127,10/28/2023,16.32015,10/29/2023,1
2738615,30083236,10/28/2023,15.63822,12/16/2023,48
2288896,41905321,10/28/2023,36.52616,11/16/2023,16
1954026,15062191,10/28/2023,77.2242,12/18/2023,49
4616002,78665997,10/28/2023,31.54532,11/13/2023,12
1650707,58546204,10/28/2023,55.00105,12/19/2023,51
1815148,26421300,10/28/2023,134.23285,12/17/2023,49
9934588,19699133,10/28/2023,18.35792,11/22/2023,23
1875431,96057593,10/28/2023,30.58716,11/14/2023,15
7398513,46362851,10/28/2023,35.53914,12/4/2023,35
8883736,11695409,10/28/2023,37.89261,12/20/2023,50
3756401,13610372,10/28/2023,28.88555,10/29/2023,2
2496454,37978168,10/28/2023,45.5358,12/19/2023,50
2528870,19242440,10/28/2023,34.1946,11/18/2023,18
4084474,84172359,10/29/2023,70.93284,12/21/2023,51
8180898,32193462,10/29/2023,9.3279,10/30/2023,3
7013049,49700319,10/29/2023,28.12854,10/30/2023,3
1334996,25775968,10/29/2023,59.0634,12/21/2023,52
7636992,88653825,10/29/2023,10.15404,10/30/2023,1
